title,url
Hifiman DEVA - Official Thread,https://www.head-fi.org/threads/hifiman-deva-official-thread.928847/
beyer dt 250-80 vs 250-250,https://www.head-fi.org/threads/beyer-dt-250-80-vs-250-250.151961/
Anyone else get under-ear/jaw/parotid gland discomfort/pain with over-ear headphones?,https://www.head-fi.org/threads/anyone-else-get-under-ear-jaw-parotid-gland-discomfort-pain-with-over-ear-headphones.971044/
"New AKG headphones K175, K245, K275",https://www.head-fi.org/threads/new-akg-headphones-k175-k245-k275.844842/
???MIA???HFM HE1000 V2 Stealth,https://www.head-fi.org/threads/mia-hfm-he1000-v2-stealth.971042/
ZMF Alternative,https://www.head-fi.org/threads/zmf-alternative.971004/
Good Closed Backs,https://www.head-fi.org/threads/good-closed-backs.970577/
"What are some examples of ""slow"" headphones?",https://www.head-fi.org/threads/what-are-some-examples-of-slow-headphones.971007/
Bowers & Wilkins PX Noise-Cancelling Over-ears,https://www.head-fi.org/threads/bowers-wilkins-px-noise-cancelling-over-ears.861606/
"AEON, MrSpeakers' New Closed Back Planar Magnetic Headphone",https://www.head-fi.org/threads/aeon-mrspeakers-new-closed-back-planar-magnetic-headphone.833820/
Best headphones for piano?,https://www.head-fi.org/threads/best-headphones-for-piano.967991/
mW needed to drive Schenhesier HD25,https://www.head-fi.org/threads/mw-needed-to-drive-schenhesier-hd25.970836/
Seaside - Innovative audio by Fried Reim,https://www.head-fi.org/threads/seaside-innovative-audio-by-fried-reim.968276/
Closed Cans?,https://www.head-fi.org/threads/closed-cans.970693/
Dan Clark Audio Aeon RT Closed thread,https://www.head-fi.org/threads/dan-clark-audio-aeon-rt-closed-thread.952353/
Looking for good quality 3.5 to 3.5mm cable for my Bowers and Wilkins PX,https://www.head-fi.org/threads/looking-for-good-quality-3-5-to-3-5mm-cable-for-my-bowers-and-wilkins-px.940178/
Bowers and Wilkins PX - anyone long term owners have opinions on them?,https://www.head-fi.org/threads/bowers-and-wilkins-px-anyone-long-term-owners-have-opinions-on-them.967041/
Voarmaks Memory Foam Ear Pads for Hifiman Arya/Ananda/XS?,https://www.head-fi.org/threads/voarmaks-memory-foam-ear-pads-for-hifiman-arya-ananda-xs.969586/
Focal Elear Cable Change,https://www.head-fi.org/threads/focal-elear-cable-change.970984/
Are we going to talk about these new Beyer/Massdrop 177x?,https://www.head-fi.org/threads/are-we-going-to-talk-about-these-new-beyer-massdrop-177x.904822/
ZMF Classic MK3 - discussion and impressions,https://www.head-fi.org/threads/zmf-classic-mk3-discussion-and-impressions.834827/
Audeze LCDX Vs Hifiman HE6,https://www.head-fi.org/threads/audeze-lcdx-vs-hifiman-he6.780217/
"state of budget planars (or ?), I'm looking",https://www.head-fi.org/threads/state-of-budget-planars-or-im-looking.970927/
Which planar headphones has the best bass slam?,https://www.head-fi.org/threads/which-planar-headphones-has-the-best-bass-slam.962597/
Best sub-bass $400 or less,https://www.head-fi.org/threads/best-sub-bass-400-or-less.970710/
So what is Massdrop exactly and how would their Senny co-labs compare with the OG Senny 560s?,https://www.head-fi.org/threads/so-what-is-massdrop-exactly-and-how-would-their-senny-co-labs-compare-with-the-og-senny-560s.970887/
Senny HD 560s vs 6xx,https://www.head-fi.org/threads/senny-hd-560s-vs-6xx.970891/
RAAL vs STAX / ribbon vs electrostatic vs all others,https://www.head-fi.org/threads/raal-vs-stax-ribbon-vs-electrostatic-vs-all-others.970876/
***HiFiMan Deva Pro***KILLER Deal***,https://www.head-fi.org/threads/hifiman-deva-pro-killer-deal.970904/
HIFIMAN Arya Organic info,https://www.head-fi.org/threads/hifiman-arya-organic-info.970901/
Sennheiser HD800S vs. Sony MDR-Z1R,https://www.head-fi.org/threads/sennheiser-hd800s-vs-sony-mdr-z1r.868537/
Removing driver-protecting fabrics on HD800 seems make sound better...,https://www.head-fi.org/threads/removing-driver-protecting-fabrics-on-hd800-seems-make-sound-better.478245/
What is the correct term for when the treble hurts/pierces your ears and how do i avoid it?,https://www.head-fi.org/threads/what-is-the-correct-term-for-when-the-treble-hurts-pierces-your-ears-and-how-do-i-avoid-it.615056/
What can y'all say about the Monolith M1060?,https://www.head-fi.org/threads/what-can-yall-say-about-the-monolith-m1060.970882/
HD800 (s) makes everything else sound dull,https://www.head-fi.org/threads/hd800-s-makes-everything-else-sound-dull.970880/
Pioneer SE-MONITOR5 - Pioneer's high-end closed-back,https://www.head-fi.org/threads/pioneer-se-monitor5-pioneers-high-end-closed-back.845527/
Arya Organic tonality?,https://www.head-fi.org/threads/arya-organic-tonality.970877/
Sennheiser HD5699 'hybrid' (an HD560S with HD599 drivers),https://www.head-fi.org/threads/sennheiser-hd5699-hybrid-an-hd560s-with-hd599-drivers.964211/
Audioquest Nighthawk Headphones commentay,https://www.head-fi.org/threads/audioquest-nighthawk-headphones-commentay.773678/
Electrostatic Headphone recommendations!,https://www.head-fi.org/threads/electrostatic-headphone-recommendations.967236/
AKG K702 (701 also?) headband elastic....,https://www.head-fi.org/threads/akg-k702-701-also-headband-elastic.656875/
"Industry Numbers, V-Moda M100 Master",https://www.head-fi.org/threads/industry-numbers-v-moda-m100-master.970844/
Review : OEM Japan Sony MDR XD-900's (The Real Ones),https://www.head-fi.org/threads/review-oem-japan-sony-mdr-xd-900s-the-real-ones.670903/
Vali 2++ driving Hifiman Edition XS,https://www.head-fi.org/threads/vali-2-driving-hifiman-edition-xs.970820/
Rediscovering My Old Sennheiser HD-650 Today!,https://www.head-fi.org/threads/rediscovering-my-old-sennheiser-hd-650-today.970830/
Sennheiser HD580/HD600 replacement driver (parts lists/costs),https://www.head-fi.org/threads/sennheiser-hd580-hd600-replacement-driver-parts-lists-costs.627036/
Tesla T1 Reeview,https://www.head-fi.org/threads/tesla-t1-reeview.493130/
HiFiman sundara closed questions,https://www.head-fi.org/threads/hifiman-sundara-closed-questions.970813/
Stax SR-007 vs SR-007 Mk2. VOTE ONLY IF YOU HAVE HEARD BOTH,https://www.head-fi.org/threads/stax-sr-007-vs-sr-007-mk2-vote-only-if-you-have-heard-both.442433/
Sennheiser Momentum compatibility,https://www.head-fi.org/threads/sennheiser-momentum-compatibility.970800/
Driving Sony MDR Z1R,https://www.head-fi.org/threads/driving-sony-mdr-z1r.970796/
How to remove the microphone effect from a cable? The sound when tapping on the cable and stroking the cable is transmitted to the left cup.,https://www.head-fi.org/threads/how-to-remove-the-microphone-effect-from-a-cable-the-sound-when-tapping-on-the-cable-and-stroking-the-cable-is-transmitted-to-the-left-cup.970794/
Bower and Wilkins PX8 and classic rock,https://www.head-fi.org/threads/bower-and-wilkins-px8-and-classic-rock.970793/
Is it worth the $ . . .,https://www.head-fi.org/threads/is-it-worth-the.970781/
New Dan Clark Audio E3 Planar Magnetic Headphones,https://www.head-fi.org/threads/new-dan-clark-audio-e3-planar-magnetic-headphones.970776/
Is Hifiman really selling the HE-R10 D for $399?,https://www.head-fi.org/threads/is-hifiman-really-selling-the-he-r10-d-for-399.970632/
"Audio-Technica ART Monitor Series Refreshed: A2000Z, A1000Z, A900Z, A500Z",https://www.head-fi.org/threads/audio-technica-art-monitor-series-refreshed-a2000z-a1000z-a900z-a500z.783495/
Which AMP/DAC for Hifiman HE1000V2,https://www.head-fi.org/threads/which-amp-dac-for-hifiman-he1000v2.964094/
BeyerDynamic T1 2nd Generation Damaged & Bent,https://www.head-fi.org/threads/beyerdynamic-t1-2nd-generation-damaged-bent.970748/
Is SR50 still a viable candidate?,https://www.head-fi.org/threads/is-sr50-still-a-viable-candidate.970747/
There's Something About Ultrasone…,https://www.head-fi.org/threads/theres-something-about-ultrasone%E2%80%A6.204879/
Sony DR-4C vintage headphones.,https://www.head-fi.org/threads/sony-dr-4c-vintage-headphones.499609/
I'm really enjoying the Grado SR125x with a MG Head DT tube amp,https://www.head-fi.org/threads/im-really-enjoying-the-grado-sr125x-with-a-mg-head-dt-tube-amp.970729/
FiiO FT3 ?,https://www.head-fi.org/threads/fiio-ft3.970709/
HE-5XX Soundstage Vs Ananda Soundstage?,https://www.head-fi.org/threads/he-5xx-soundstage-vs-ananda-soundstage.967496/
"HE6SE vs Meze Lyric - Open vs Closed, is the Meze comparable or better?",https://www.head-fi.org/threads/he6se-vs-meze-lyric-open-vs-closed-is-the-meze-comparable-or-better.970692/
Holy Smokes...the variety of choices!,https://www.head-fi.org/threads/holy-smokes-the-variety-of-choices.970697/
Headphone repair?,https://www.head-fi.org/threads/headphone-repair.970691/
HD 800 (modded) vs HD800S,https://www.head-fi.org/threads/hd-800-modded-vs-hd800s.970670/
Most Punchy Mid-bass Headphones?,https://www.head-fi.org/threads/most-punchy-mid-bass-headphones.969033/
Anyone reviewed Dekoni Slim pads on HD800?,https://www.head-fi.org/threads/anyone-reviewed-dekoni-slim-pads-on-hd800.970661/
Simple Ultrasone HFI-780 mod to increase bass (May also work on other models),https://www.head-fi.org/threads/simple-ultrasone-hfi-780-mod-to-increase-bass-may-also-work-on-other-models.501655/
Pioneer SE-30A moding,https://www.head-fi.org/threads/pioneer-se-30a-moding.970653/
B&W PX-7 se2 Wireless ANC Headphones,https://www.head-fi.org/threads/b-w-px-7-se2-wireless-anc-headphones.970646/
[GUIDE] How To Properly Dampen Your Beyerdynamic T1,https://www.head-fi.org/threads/guide-how-to-properly-dampen-your-beyerdynamic-t1.612796/
Focal Clear Help Please!,https://www.head-fi.org/threads/focal-clear-help-please.970610/
HE1000V2 vs Arya vs HD800,https://www.head-fi.org/threads/he1000v2-vs-arya-vs-hd800.966364/
New to Headphones-Not to HiFi,https://www.head-fi.org/threads/new-to-headphones-not-to-hifi.970592/
Sennheiser HD 650 - Amazon Sale $289!  HD 660S2 - $400,https://www.head-fi.org/threads/sennheiser-hd-650-amazon-sale-289-hd-660s2-400.970601/
EQ Primer Needed (Sennheiser),https://www.head-fi.org/threads/eq-primer-needed-sennheiser.970594/
Upcoming Ultrasone edition 11 and pro 1480i,https://www.head-fi.org/threads/upcoming-ultrasone-edition-11-and-pro-1480i.888800/
What are these headphones?,https://www.head-fi.org/threads/what-are-these-headphones.970563/
What year was the Sennheiser HD 580 Released?,https://www.head-fi.org/threads/what-year-was-the-sennheiser-hd-580-released.173746/
Iem's for country music,https://www.head-fi.org/threads/iems-for-country-music.250997/
Need help with these colors cables,https://www.head-fi.org/threads/need-help-with-these-colors-cables.970567/
"Money no object, what would you buy for cans and stack?",https://www.head-fi.org/threads/money-no-object-what-would-you-buy-for-cans-and-stack.970335/
Advice on new headphones,https://www.head-fi.org/threads/advice-on-new-headphones.970535/
Do I need an AMP/DAC for the Focal Clear MG?,https://www.head-fi.org/threads/do-i-need-an-amp-dac-for-the-focal-clear-mg.970532/
Workout headphones /w Sennheiser HD 598 cable?,https://www.head-fi.org/threads/workout-headphones-w-sennheiser-hd-598-cable.970545/
Grado PS1000 Owner's List,https://www.head-fi.org/threads/grado-ps1000-owners-list.458798/
Shure 840A vs Shure 440A,https://www.head-fi.org/threads/shure-840a-vs-shure-440a.970542/
Grado Modders Go Nhoord?!?!,https://www.head-fi.org/threads/grado-modders-go-nhoord.817108/
Pearstone Replacement Pads for Sony MDR V6/7506 - GET SOME!,https://www.head-fi.org/threads/pearstone-replacement-pads-for-sony-mdr-v6-7506-get-some.645043/
How to tell an authentic pair of Sony MDR-7506/V6,https://www.head-fi.org/threads/how-to-tell-an-authentic-pair-of-sony-mdr-7506-v6.647950/
Drop + Dan Clark Audio AEON Open X - Impressions Thread,https://www.head-fi.org/threads/drop-dan-clark-audio-aeon-open-x-impressions-thread.921942/
AKG K812 Impressions versus other flagships?,https://www.head-fi.org/threads/akg-k812-impressions-versus-other-flagships.835176/
Which comfortable headphones sub 300$ for detail,https://www.head-fi.org/threads/which-comfortable-headphones-sub-300-for-detail.970510/
Speakers Amplifier>Audeze LCD-5?,https://www.head-fi.org/threads/speakers-amplifier-audeze-lcd-5.970514/
Which good quality full size is available only in Japan?,https://www.head-fi.org/threads/which-good-quality-full-size-is-available-only-in-japan.970503/
Fostex TH900 Mk2 question,https://www.head-fi.org/threads/fostex-th900-mk2-question.970500/
ZMF Auteur question. need help on pricing..,https://www.head-fi.org/threads/zmf-auteur-question-need-help-on-pricing.970502/
AKG K712 first impressions,https://www.head-fi.org/threads/akg-k712-first-impressions.970452/
Linsoul sale,https://www.head-fi.org/threads/linsoul-sale.970493/
Meze Audio Empyrean II - Gateway to sonic paradise,https://www.head-fi.org/threads/meze-audio-empyrean-ii-gateway-to-sonic-paradise.970456/
Pulled the trigger on Sennheiser hd600's,https://www.head-fi.org/threads/pulled-the-trigger-on-sennheiser-hd600s.970178/
oBravo HAMT-1 Signature (Hybride 2 ways headphone),https://www.head-fi.org/threads/obravo-hamt-1-signature-hybride-2-ways-headphone.970443/
moved...,https://www.head-fi.org/threads/moved.970442/
Susvara amp and burn in,https://www.head-fi.org/threads/susvara-amp-and-burn-in.965314/
JVC HA-RX900 Open Mod + More.,https://www.head-fi.org/threads/jvc-ha-rx900-open-mod-more.653296/
The Hidden Companies,https://www.head-fi.org/threads/the-hidden-companies.955609/
We are back | S6c? M1p? XC1? X8 XVIII? aune@HighEnd2022!,https://www.head-fi.org/threads/we-are-back-s6c-m1p-xc1-x8-xviii-aune-highend2022.963301/
The Bose NC 700 Noise Cancelling Headphones,https://www.head-fi.org/threads/the-bose-nc-700-noise-cancelling-headphones.910737/
Wireless headphones for the hot tub?,https://www.head-fi.org/threads/wireless-headphones-for-the-hot-tub.970408/
"B&W Px8's, good deal? Should I grab them?",https://www.head-fi.org/threads/b-w-px8s-good-deal-should-i-grab-them.970404/
RAAL-requisite CA-1a  - Mini Review,https://www.head-fi.org/threads/raal-requisite-ca-1a-mini-review.964629/
Trying to find TR-x00 but considering alternatives,https://www.head-fi.org/threads/trying-to-find-tr-x00-but-considering-alternatives.970364/
AKG K240 Studio owners please share your experience,https://www.head-fi.org/threads/akg-k240-studio-owners-please-share-your-experience.630058/
Dali Headphones,https://www.head-fi.org/threads/dali-headphones.914701/
HifiMan Jade II Alternatives?,https://www.head-fi.org/threads/hifiman-jade-ii-alternatives.970379/
SIVGA PHOENIX OPEN BACK WOOD DYNAMIC,https://www.head-fi.org/threads/sivga-phoenix-open-back-wood-dynamic.937098/
Sony CD3000 Thread,https://www.head-fi.org/threads/sony-cd3000-thread.442419/
This Old Headphone: Reconstructing the Pioneer SE-700 (56k=slow),https://www.head-fi.org/threads/this-old-headphone-reconstructing-the-pioneer-se-700-56k-slow.234371/
IBASSO SR3 vs HE6SE V2,https://www.head-fi.org/threads/ibasso-sr3-vs-he6se-v2.970343/
Hifiman headphones fall down on floor,https://www.head-fi.org/threads/hifiman-headphones-fall-down-on-floor.970247/
Chord Mojo 2 or others portable DAC/Amp for HD600,https://www.head-fi.org/threads/chord-mojo-2-or-others-portable-dac-amp-for-hd600.970302/
Bowers & Wilkins P9,https://www.head-fi.org/threads/bowers-wilkins-p9.968451/
Headphone for FIIO M11plus,https://www.head-fi.org/threads/headphone-for-fiio-m11plus.970337/
"What is ""PRAT""?",https://www.head-fi.org/threads/what-is-prat.371771/
Aeon 2 closed Impressions and Discussion,https://www.head-fi.org/threads/aeon-2-closed-impressions-and-discussion.918311/
High-Impedance headphone recommendations,https://www.head-fi.org/threads/high-impedance-headphone-recommendations.970320/
Reference Over-ear Headphones for Listening to Music,https://www.head-fi.org/threads/reference-over-ear-headphones-for-listening-to-music.969001/
Fostex T-X0 Massdrop edition,https://www.head-fi.org/threads/fostex-t-x0-massdrop-edition.852237/
better than hd650 for vocal music?,https://www.head-fi.org/threads/better-than-hd650-for-vocal-music.970188/
"Well pulled plug on akg k712, had k612 earlier",https://www.head-fi.org/threads/well-pulled-plug-on-akg-k712-had-k612-earlier.970311/
good or best options for gaming headphones...,https://www.head-fi.org/threads/good-or-best-options-for-gaming-headphones.968732/
"Sennheiser HD558,YOUR experiences and opinions!",https://www.head-fi.org/threads/sennheiser-hd558-your-experiences-and-opinions.720181/
Beyer Dynamic T70 - Barely a Beyer? (Review),https://www.head-fi.org/threads/beyer-dynamic-t70-barely-a-beyer-review.627197/
Sivga Robin vs Oriole,https://www.head-fi.org/threads/sivga-robin-vs-oriole.970285/
Youtube- John Grado of Grado Headphones takes you around their Brooklyn factory for 30 minutes. Amazing.,https://www.head-fi.org/threads/youtube-john-grado-of-grado-headphones-takes-you-around-their-brooklyn-factory-for-30-minutes-amazing.970281/
best headphones for mixing/mastering sub $500?,https://www.head-fi.org/threads/best-headphones-for-mixing-mastering-sub-500.970274/
Relatively low volume Grado,https://www.head-fi.org/threads/relatively-low-volume-grado.970212/
Recommend an over the ear headphone for Sony WM-A1M1,https://www.head-fi.org/threads/recommend-an-over-the-ear-headphone-for-sony-wm-a1m1.970255/
Complex Desktop Set Up: Advice needed,https://www.head-fi.org/threads/complex-desktop-set-up-advice-needed.970268/
Edition X V2 or Edition XS,https://www.head-fi.org/threads/edition-x-v2-or-edition-xs.970185/
Velour? Leather? Etc? How do you keep your headphones clean? I need assistance :P,https://www.head-fi.org/threads/velour-leather-etc-how-do-you-keep-your-headphones-clean-i-need-assistance-p.970237/
hd650 earpads,https://www.head-fi.org/threads/hd650-earpads.970177/
"The GermanMAESTRO GMP 8.300 D Professional, a hidden gem",https://www.head-fi.org/threads/the-germanmaestro-gmp-8-300-d-professional-a-hidden-gem.491084/
sony MDR-XB500 equalizer settings,https://www.head-fi.org/threads/sony-mdr-xb500-equalizer-settings.575032/
Looking for Wireless Headphone for TV,https://www.head-fi.org/threads/looking-for-wireless-headphone-for-tv.970208/
[deleted] Recommendation for upgrade from DT1990 Pro.,https://www.head-fi.org/threads/deleted-recommendation-for-upgrade-from-dt1990-pro.970234/
wired noise cancelling over ear headphones?,https://www.head-fi.org/threads/wired-noise-cancelling-over-ear-headphones.970011/
"What cans are in the movie ""Snow Cake"" ?",https://www.head-fi.org/threads/what-cans-are-in-the-movie-snow-cake.283961/
"Audio Technica WB2022, question about the Codecs",https://www.head-fi.org/threads/audio-technica-wb2022-question-about-the-codecs.967859/
Headphones in Snow Cake,https://www.head-fi.org/threads/headphones-in-snow-cake.222037/
SennGrado Thread,https://www.head-fi.org/threads/senngrado-thread.738035/
AKG Harmon Parts DEPT. is closing - Taken over by JBL / Mexico,https://www.head-fi.org/threads/akg-harmon-parts-dept-is-closing-taken-over-by-jbl-mexico.970180/
K240 M and DF - cloth covering for driver?,https://www.head-fi.org/threads/k240-m-and-df-cloth-covering-for-driver.970181/
Bit disappointed with Hifi-man HE-4xx on drop,https://www.head-fi.org/threads/bit-disappointed-with-hifi-man-he-4xx-on-drop.969866/
Hifiman HE-4 Impressions Thread,https://www.head-fi.org/threads/hifiman-he-4-impressions-thread.522157/
HiFiMan Susvara vs Focal Utopia,https://www.head-fi.org/threads/hifiman-susvara-vs-focal-utopia.959557/
Jecklin Float One versus Jecklin Float Two - What's the difference,https://www.head-fi.org/threads/jecklin-float-one-versus-jecklin-float-two-whats-the-difference.754709/
SRH 840A - quick impression,https://www.head-fi.org/threads/srh-840a-quick-impression.963216/
Jecklin Float Electrostatics,https://www.head-fi.org/threads/jecklin-float-electrostatics.129405/
Has anyone actually tested the burn-in myth?,https://www.head-fi.org/threads/has-anyone-actually-tested-the-burn-in-myth.970137/
Headphones for gaming,https://www.head-fi.org/threads/headphones-for-gaming.970125/
Nino Bionic,https://www.head-fi.org/threads/nino-bionic.932913/
Please help identify these headphones,https://www.head-fi.org/threads/please-help-identify-these-headphones.970149/
serial numbers for the many variants of Stax ear speakers,https://www.head-fi.org/threads/serial-numbers-for-the-many-variants-of-stax-ear-speakers.970146/
HD800 VS HD800S,https://www.head-fi.org/threads/hd800-vs-hd800s.957485/
Something like lff code x,https://www.head-fi.org/threads/something-like-lff-code-x.970117/
A more sensibly priced alternative to fostex th900,https://www.head-fi.org/threads/a-more-sensibly-priced-alternative-to-fostex-th900.970103/
Shure SRH440 - Impressions,https://www.head-fi.org/threads/shure-srh440-impressions.439275/
Comparison / Review: A tale of two flagships – T1 vs HD800,https://www.head-fi.org/threads/comparison-review-a-tale-of-two-flagships-%E2%80%93-t1-vs-hd800.742673/
Emotiva GR-1 headphones,https://www.head-fi.org/threads/emotiva-gr-1-headphones.945770/
(sorry if wrong sub-forum) Where do Canadians buy headphones? I've been using Amazon,https://www.head-fi.org/threads/sorry-if-wrong-sub-forum-where-do-canadians-buy-headphones-ive-been-using-amazon.970072/
Hifiman Ananda dirt cheap on Amazon sale ends today. $620 CAD! ($457 USD),https://www.head-fi.org/threads/hifiman-ananda-dirt-cheap-on-amazon-sale-ends-today-620-cad-457-usd.970101/
"New Fostex RP open-backed planar magnetic headphone, TH500RP! Available now!",https://www.head-fi.org/threads/new-fostex-rp-open-backed-planar-magnetic-headphone-th500rp-available-now.684441/
Audeze LCD Pad Alternatives?,https://www.head-fi.org/threads/audeze-lcd-pad-alternatives.970095/
Is Head-fi Dying?,https://www.head-fi.org/threads/is-head-fi-dying.970093/
My experience with Beyerdynamic hasn't been what I hoped.,https://www.head-fi.org/threads/my-experience-with-beyerdynamic-hasnt-been-what-i-hoped.967889/
DT-990 PRO 250 OHM First Impressions,https://www.head-fi.org/threads/dt-990-pro-250-ohm-first-impressions.970077/
Heads Up: Sennheiser HD 599 SE $79 on Amazon during prime days (right now),https://www.head-fi.org/threads/heads-up-sennheiser-hd-599-se-79-on-amazon-during-prime-days-right-now.970075/
Need help on Focal Utopia 2022 Headphones,https://www.head-fi.org/threads/need-help-on-focal-utopia-2022-headphones.970068/
TAOBAO GOLDPLANAR GL850 + GL1000 + GL1200,https://www.head-fi.org/threads/taobao-goldplanar-gl850-gl1000-gl1200.939640/
"It's not ear fatigue, but emotional fatigue that prevents me from enjoying long music sessions",https://www.head-fi.org/threads/its-not-ear-fatigue-but-emotional-fatigue-that-prevents-me-from-enjoying-long-music-sessions.970002/
HD600 Review: A Symphony of Soundstage – From Grandpa Jenkins' Porch to Ned's Grocery Aisles,https://www.head-fi.org/threads/hd600-review-a-symphony-of-soundstage-%E2%80%93-from-grandpa-jenkins-porch-to-neds-grocery-aisles.970053/
"What high end headphones, amp or dac / amp have the best resale value?",https://www.head-fi.org/threads/what-high-end-headphones-amp-or-dac-amp-have-the-best-resale-value.969824/
Over ear wireless planars with LDAC,https://www.head-fi.org/threads/over-ear-wireless-planars-with-ldac.970050/
"Audeze LCD2 any good for house, trance, techno music?",https://www.head-fi.org/threads/audeze-lcd2-any-good-for-house-trance-techno-music.622086/
AKG K340 v. K501 and K701,https://www.head-fi.org/threads/akg-k340-v-k501-and-k701.329571/
Recommendation for Harmon Tuned Over Ear/Closed back,https://www.head-fi.org/threads/recommendation-for-harmon-tuned-over-ear-closed-back.970004/
Sony MDR-7506 and MDR-CD900ST,https://www.head-fi.org/threads/sony-mdr-7506-and-mdr-cd900st.232657/
Just bought Sennheiser HD 600 and looking for some advice.,https://www.head-fi.org/threads/just-bought-sennheiser-hd-600-and-looking-for-some-advice.969974/
(For Fun) 5 second reviews of all the hifi headphones I've owned,https://www.head-fi.org/threads/for-fun-5-second-reviews-of-all-the-hifi-headphones-ive-owned.969988/
I got the Phillips Fidelio X3 a couple of days ago... and I can't decide if I loathe them or if they're just ok.,https://www.head-fi.org/threads/i-got-the-phillips-fidelio-x3-a-couple-of-days-ago-and-i-cant-decide-if-i-loathe-them-or-if-theyre-just-ok.969977/
Upgrade from HP50’s?,https://www.head-fi.org/threads/upgrade-from-hp50%E2%80%99s.969972/
2 Pairs of AKG K702 - different sound - SOLVED! - Ear Cushions!,https://www.head-fi.org/threads/2-pairs-of-akg-k702-different-sound-solved-ear-cushions.969924/
Comparison of Hifiman entry level closed backs Sundara closed vs HE-R9,https://www.head-fi.org/threads/comparison-of-hifiman-entry-level-closed-backs-sundara-closed-vs-he-r9.969918/
Denon D-7000 lost bass after two years in storage...,https://www.head-fi.org/threads/denon-d-7000-lost-bass-after-two-years-in-storage.969960/
Listening to Superlux hd-330's..those and hd-660's are cheap as chips and are the business!,https://www.head-fi.org/threads/listening-to-superlux-hd-330s-those-and-hd-660s-are-cheap-as-chips-and-are-the-business.969494/
Audeze LCD-X (2021) amp upgrade?,https://www.head-fi.org/threads/audeze-lcd-x-2021-amp-upgrade.969956/
he1000se pads,https://www.head-fi.org/threads/he1000se-pads.969950/
"Fostex new RP headphones - T50RPmk3, T40RPmk3 and T20RPmk3",https://www.head-fi.org/threads/fostex-new-rp-headphones-t50rpmk3-t40rpmk3-and-t20rpmk3.763009/
best headphone (not iem) for vocal music,https://www.head-fi.org/threads/best-headphone-not-iem-for-vocal-music.969921/
New Audio Technica ATH-M50x with Removable Cable,https://www.head-fi.org/threads/new-audio-technica-ath-m50x-with-removable-cable.701386/
recommendations please? seeking lively/energetic/fast sounding sealed,https://www.head-fi.org/threads/recommendations-please-seeking-lively-energetic-fast-sounding-sealed.969933/
Show us your oldest Head-fi setup picture you have,https://www.head-fi.org/threads/show-us-your-oldest-head-fi-setup-picture-you-have.969909/
Best Audio Bargins,https://www.head-fi.org/threads/best-audio-bargins.969826/
bEYERDYNAMIC DT440 ohm rating,https://www.head-fi.org/threads/beyerdynamic-dt440-ohm-rating.969923/
Grado RS1e matters (and impressions),https://www.head-fi.org/threads/grado-rs1e-matters-and-impressions.794247/
"What's your favorite fatigue-free, laid back, natural and spacious sounding headphone at any price?",https://www.head-fi.org/threads/whats-your-favorite-fatigue-free-laid-back-natural-and-spacious-sounding-headphone-at-any-price.969594/
The KLH Audio Ultimate One,https://www.head-fi.org/threads/the-klh-audio-ultimate-one.910963/
"PSB M4U 9, Anyone Tried it yet?",https://www.head-fi.org/threads/psb-m4u-9-anyone-tried-it-yet.969914/
HD600 Driver Problem,https://www.head-fi.org/threads/hd600-driver-problem.458245/
Fatman FatFones,https://www.head-fi.org/threads/fatman-fatfones.217147/
Need help checking SQ of Grado Hp-1000 in Chandler AZ,https://www.head-fi.org/threads/need-help-checking-sq-of-grado-hp-1000-in-chandler-az.969852/
Ether C flow: Help with Dac/Amp,https://www.head-fi.org/threads/ether-c-flow-help-with-dac-amp.879986/
Most Comfortable Headphones,https://www.head-fi.org/threads/most-comfortable-headphones.845270/
"Koss ESP-9 electrostats, worth it?",https://www.head-fi.org/threads/koss-esp-9-electrostats-worth-it.600885/
M-Audio Q40 Impressions (long w/pics),https://www.head-fi.org/threads/m-audio-q40-impressions-long-w-pics.275459/
Obravo HAMT-3 MkII - exceeding all expectations,https://www.head-fi.org/threads/obravo-hamt-3-mkii-exceeding-all-expectations.920734/
How easy is it for an underpowered amp to damage headphones?,https://www.head-fi.org/threads/how-easy-is-it-for-an-underpowered-amp-to-damage-headphones.969677/
Onkyo A800 and H900M full-size headphones - shipping March 2016,https://www.head-fi.org/threads/onkyo-a800-and-h900m-full-size-headphones-shipping-march-2016.793885/
"Moondrop Para - 100mm Planar-magnetic Headphones ($299USD ready to order, release date when?)",https://www.head-fi.org/threads/moondrop-para-100mm-planar-magnetic-headphones-299usd-ready-to-order-release-date-when.969813/
Soundmagic HP1000 Support and Discussion Thread,https://www.head-fi.org/threads/soundmagic-hp1000-support-and-discussion-thread.910427/
Beyerdynamic DR1990pro mod for anyone interested,https://www.head-fi.org/threads/beyerdynamic-dr1990pro-mod-for-anyone-interested.968398/
What to Headphones to get for under 600USD,https://www.head-fi.org/threads/what-to-headphones-to-get-for-under-600usd.969695/
TAGO STUDIO T3-01,https://www.head-fi.org/threads/tago-studio-t3-01.843998/
More bass slam: ZMF Aeolus or Focal Clear?,https://www.head-fi.org/threads/more-bass-slam-zmf-aeolus-or-focal-clear.969743/
"The Hyland Headphones Saturn One, Saturn Two and Jupiter One thread",https://www.head-fi.org/threads/the-hyland-headphones-saturn-one-saturn-two-and-jupiter-one-thread.900556/
The new Sansui SS-100 Thread,https://www.head-fi.org/threads/the-new-sansui-ss-100-thread.293113/
