sentence_id,token,label
10770,house,O
10770,mp,O
10770,headphones,O
10771,comparison,O
10771,ad,O
10771,ad,O
10771,ad,O
10771,ad,O
10772,beginner,O
10772,help,O
10772,buy,O
10772,fischer,O
10773,looking,O
10773,headphones,O
10774,logitech,B-BRAND
10774,ue,O
10774,minireview,O
10774,pleasantly,O
10774,surprised,O
10775,review,O
10775,akg,B-BRAND
10775,q,O
10775,little,O
10775,headphone,O
10775,could,O
10775,game,O
10776,comparison,O
10776,beyerdynamic,O
10776,t,O
10776,hifiman,B-BRAND
10776,hele,O
10777,question,O
10777,sennheiser,B-BRAND
10777,hd,I-BRAND
10778,earpads,O
10778,might,O
10778,fit,O
10779,mini,O
10779,reviews,O
10779,headphones,O
10779,auditioned,O
10780,athmx,O
10780,white,O
10780,replacement,O
10780,pads,O
10780,advice,O
10781,question,O
10781,open,O
10781,headphones,O
10781,sennheiser,B-BRAND
10781,hd,I-BRAND
10782,beats,B-BRAND
10782,pro,O
10782,reviewl,O
10784,la,O
10784,appreciation,O
10785,woot,O
10785,sony,B-BRAND
10785,mdrvs,O
10786,unknown,O
10786,vintage,O
10786,headphones,O
10787,neveradvertised,O
10787,always,O
10787,coveted,O
10787,headphones,O
10787,built,O
10787,sold,O
10787,brooklyn,O
10788,sennheiser,B-BRAND
10788,hd,I-BRAND
10788,help,O
10788,chose,O
10788,amp,O
10789,denon,B-BRAND
10789,ahd,O
10789,vs,O
10789,sennheiser,B-BRAND
10789,momentum,O
10789,vs,O
10789,beyerdynamic,O
10790,sennheiser,B-BRAND
10790,hd,I-BRAND
10790,love,O
10792,ars,O
10792,technica,B-BRAND
10792,visits,O
10792,grado,B-BRAND
10792,labs,O
10793,beyerdynamic,O
10793,dt,O
10793,closed,O
10794,motorheadphonesit,O
10794,happen,O
10795,beats,B-BRAND
10795,good,O
10795,nahhhh,O
10796,review,O
10796,tma,O
10796,vs,O
10796,tma,O
10796,studio,O
10797,philips,O
10797,fidelio,B-BRAND
10797,l,O
10799,beyerdynamic,O
10799,dt,O
10799,closedback,O
10800,akg,B-BRAND
10800,k,O
10800,vs,O
10800,nad,O
10800,viso,O
10800,hp,O
10804,audiophile,O
10804,level,O
10804,sound,O
10804,acquired,O
10804,taste,O
10805,dt,O
10805,proakg,O
10805,kakg,O
10805,k,O
10805,vs,O
10806,could,O
10806,closedback,O
10806,headphones,O
10806,guitar,O
10806,center,O
10807,shure,B-BRAND
10807,srh,O
10807,sure,O
10807,get,O
10808,new,O
10808,pioneer,B-BRAND
10808,semj,O
10808,white,O
10808,red,O
10808,black,O
10809,lcd,O
10809,weight,O
10810,electrostatics,O
10810,lot,O
10810,electricity,O
10810,around,O
10810,head,O
10811,people,O
10811,dont,O
10811,understand,O
10811,sheer,O
10811,beauty,O
10811,audiophilia,O
10812,headphone,O
10812,modding,O
10812,pictures,O
10813,takstar,O
10813,pro,O
10813,looking,O
10813,next,O
10813,step,O
10813,upgot,O
10813,bored,O
10815,recently,O
10815,picked,O
10815,stx,O
10815,xonar,O
10815,essence,O
10815,dont,O
10815,know,O
10815,closed,O
10815,headphones,O
10815,choose,O
10815,gaming,O
10816,long,O
10816,time,O
10816,reader,O
10816,first,O
10816,time,O
10816,poster,O
10818,beautiful,O
10818,take,O
10818,beautiful,O
10818,sound,O
10818,review,O
10818,audio,O
10818,technica,B-BRAND
10818,athmwh,O
10819,phonitor,O
10819,dac,B-BRAND
10825,got,O
10825,first,O
10825,new,O
10825,pair,O
10825,s,O
10826,new,O
10826,sennheiser,B-BRAND
10826,s,O
10826,vs,O
10826,gamingmediamusic,O
10828,grado,B-BRAND
10828,ps,O
10828,shure,B-BRAND
10828,srh,O
10830,static,O
10830,psb,O
10830,mu,O
10831,hd,B-BRAND
10831,spotify,O
10831,radio,O
10832,headphones,O
10832,gaming,O
10832,music,O
10833,consumer,O
10833,reports,O
10833,headphone,O
10833,review,O
10834,using,O
10834,high,O
10834,end,O
10834,headphones,O
10834,gaming,O
10834,question,O
10834,t,O
10834,hd,B-BRAND
10834,akg,I-BRAND
10834,k,O
10834,similar,O
10836,could,O
10836,someone,O
10836,please,O
10836,help,O
10836,new,O
10836,audiophile,O
10836,learn,O
10836,little,O
10836,impedance,O
10836,ohms,O
10836,hertz,O
10837,looking,O
10837,new,O
10837,pair,O
10837,ear,O
10837,headphones,O
10837,audiotechnica,B-BRAND
10837,athms,O
10838,fully,O
10838,integrated,O
10838,media,O
10838,center,O
10838,roommates,O
10838,got,O
10838,enjoy,O
10838,last,O
10838,year,O
10839,hd,B-BRAND
10839,bassy,O
10840,pioneer,B-BRAND
10840,sem,O
10841,many,O
10841,found,O
10841,endgame,O
10841,holy,O
10841,grail,O
10841,headphone,O
10842,old,O
10842,beats,B-BRAND
10842,studio,O
10842,sound,O
10842,better,O
10842,new,O
10842,version,O
10843,deleted,O
10843,sorry,O
10844,fischer,O
10844,audio,O
10844,totem,O
10844,oog,O
10844,series,O
10845,need,O
10845,suggestions,O
10846,surround,O
10846,sound,O
10846,stereo,O
10847,good,O
10847,lightweight,O
10847,comfortable,O
10847,headphones,O
10848,headphone,O
10848,better,O
10848,monoprice,O
10848,jvc,O
10848,hasb,O
10850,right,O
10850,channel,O
10850,dead,O
10850,athm,O
10851,he,O
10851,question,O
10854,audio,O
10854,technica,B-BRAND
10854,athesw,O
10854,real,O
10854,vs,O
10854,fake,O
10856,buy,O
10856,hifiman,B-BRAND
10856,southern,O
10856,california,O
10857,sony,B-BRAND
10857,mdr,O
10857,v,O
10857,vs,O
10858,denon,B-BRAND
10858,d,O
10858,vs,O
10858,hifiman,B-BRAND
10858,he,O
10860,essential,O
10860,rock,O
10860,metal,O
10860,headphone,O
10860,gear,O
10860,appreciation,O
10860,thread,O
10860,fans,O
10860,unite,O
10861,velour,O
10861,pads,O
10861,worth,O
10861,softskin,O
10861,ones,O
10861,dt,O
10861,pro,O
10861,ohms,O
10862,beyerdynamic,O
10862,dt,O
10862,pro,O
10862,limited,O
10862,edition,O
10862,ohms,O
10862,vs,O
10862,audiotechnica,B-BRAND
10862,mh,O
10863,looking,O
10863,closed,O
10863,headphones,O
10863,wflat,O
10863,soundstage,O
10864,beyerdynamic,O
10864,dt,O
10864,pro,O
10864,odac,O
10864,o,O
10864,amp,O
10865,audio,O
10865,technica,B-BRAND
10865,athesw,O
10865,real,O
10865,vs,O
10865,fakes,O
10866,detecting,O
10866,fake,O
10866,high,O
10866,end,O
10866,headphones,O
10867,fast,O
10867,easy,O
10867,headphone,O
10867,protection,O
10867,case,O
10867,survey,O
10868,akg,B-BRAND
10868,k,O
10868,v,O
10868,k,O
10868,soundstage,O
10868,spatial,O
10868,detail,O
10870,paint,O
10870,trp,O
10870,headphones,O
10871,please,O
10871,delete,O
10872,senn,O
10872,momentum,O
10872,ear,O
10874,open,O
10874,headphone,O
10875,denon,B-BRAND
10875,ahd,O
10875,urban,O
10875,raver,O
10875,review,O
10875,el,O
10875,wire,O
10875,mod,O
10876,sennheiser,B-BRAND
10876,pc,O
10876,special,O
10876,edition,O
10876,tax,O
10876,vs,O
10876,beyerdynamic,O
10876,mmx,O
10876,tax,O
10877,pad,O
10877,replacements,O
10877,hd,B-BRAND
10877,s,O
10878,sennheiser,B-BRAND
10878,hd,I-BRAND
10878,mod,O
10879,looking,O
10879,dubstep,O
10879,bass,O
10879,headphones,O
10879,ahd,O
10879,beyer,B-BRAND
10879,dt,O
10879,he,O
10879,amp,O
10880,sennheiser,B-BRAND
10880,hds,O
10880,best,O
10880,amp,O
10880,options,O
10880,help,O
10882,headphone,O
10882,buy,O
10882,gaming,O
10882,nexus,O
10884,site,O
10884,legit,O
10884,ecs,O
10884,bucks,O
10885,brand,O
10885,new,O
10885,sennheiser,B-BRAND
10885,hd,I-BRAND
10885,s,O
10885,itch,O
10886,athm,O
10886,earpads,O
10886,get,O
10886,damaged,O
10886,sweatstickiness,O
10887,anyone,O
10887,athes,O
10888,san,O
10888,francisco,O
10888,bay,O
10888,area,O
10888,headphone,O
10888,stores,O
10889,tp,O
10889,vs,O
10889,d,O
10889,one,O
10889,wider,O
10889,soundstage,O
10891,beats,B-BRAND
10891,dr,O
10891,dre,O
10892,suggestions,O
10892,new,O
10892,headphones,O
10893,headphones,O
10893,later,O
10895,get,O
10895,sony,B-BRAND
10895,mdrv,O
10896,bravo,O
10896,ocean,O
10896,vs,O
10896,aune,O
10896,t,O
10897,beats,B-BRAND
10897,dre,O
10897,studios,O
10897,real,O
10897,fake,O
10898,battle,O
10898,bassys,O
10898,beats,B-BRAND
10898,pro,O
10898,yamaha,O
10898,pro,O
10898,beats,B-BRAND
10898,studio,O
10898,compared,O
10899,new,O
10899,monoprice,O
10899,premium,O
10899,headphones,O
10900,grado,B-BRAND
10900,sri,O
10900,loving,O
10902,review,O
10902,sony,B-BRAND
10902,mdrr,O
10902,best,O
10902,headphones,O
10902,available,O
10903,charging,O
10903,electret,O
10903,headphones,O
10903,akg,B-BRAND
10903,k,O
10905,found,O
10905,akg,B-BRAND
10905,k,O
10906,philips,O
10906,fidelio,B-BRAND
10906,x,O
10906,upgrade,O
10908,whats,O
10908,highest,O
10908,frequency,O
10908,hear,O
10909,modding,O
10909,superlux,O
10909,b,O
10909,commentsimpressions,O
10909,far,O
10910,audiotechnica,B-BRAND
10910,athpro,O
10910,mk,O
10910,vs,O
10910,beyer,B-BRAND
10910,dynamic,O
10910,dt,O
10910,pro,O
10910,sub,O
10910,bass,O
10910,king,O
10911,beyerdynamic,O
10911,dt,O
10911,pro,O
10911,good,O
10912,german,O
10912,maestro,O
10912,gmp,O
10912,d,O
10912,vs,O
10912,gmp,O
10912,d,O
10913,bo,O
10913,h,O
10913,best,O
10913,dj,O
10913,khaled,O
10913,yup,O
10913,kidding,O
10914,hd,B-BRAND
10914,sibilance,O
10914,go,O
10916,redemption,O
10916,warranty,O
10916,code,O
10916,skullcandy,O
10916,dont,O
10916,know,O
10916,buy,O
10917,sennheiser,B-BRAND
10917,hd,I-BRAND
10917,pro,O
10917,setup,O
10917,question,O
10917,todo,O
10917,current,O
10917,amplification,O
10918,beyerdynamic,O
10918,et,O
10918,n,O
10919,he,O
10919,lyr,O
10919,vs,O
10919,lcd,O
10919,rev,O
10920,brainwavz,O
10920,hm,O
10920,died,O
10921,fiio,B-BRAND
10921,e,O
10921,ath,O
10921,m,O
10922,hifiman,B-BRAND
10922,henew,O
10922,legend,O
10922,almost,O
10922,best,O
10922,headphone,O
10922,world,O
10923,denon,B-BRAND
10923,d,O
10923,black,O
10923,friday,O
10924,akg,B-BRAND
10924,q,O
10924,vs,O
10924,beyerdynamic,O
10924,dt,O
10924,pro,O
10924,ohms,O
10925,best,O
10925,headphones,O
10925,give,O
10925,take,O
10928,new,O
10928,audio,O
10928,gear,O
10928,pictures,O
10929,closed,O
10929,headphones,O
10930,beyerdynamic,O
10930,dt,O
10930,pro,O
10930,ohm,O
10930,review,O
10930,rock,O
10930,music,O
10930,teenage,O
10930,perspective,O
10930,budget,O
10930,gear,O
10931,haveue,O
10931,vs,O
10931,d,O
10931,vs,O
10931,dt,O
10931,vs,O
10931,sennheiser,B-BRAND
10931,gme,O
10931,zero,O
10931,suggestions,O
10932,need,O
10932,help,O
10932,choosing,O
10932,pair,O
10932,portable,O
10932,overear,O
10932,headphones,O
10932,electro,O
10932,music,O
10932,gaming,O
10933,got,O
10933,new,O
10933,akg,B-BRAND
10933,k,O
10933,today,O
10934,seeking,O
10934,recommendations,O
10934,bw,O
10934,p,O
10934,philips,O
10934,fidelio,B-BRAND
10934,l,O
10934,m,O
10934,sennheiser,B-BRAND
10934,amperior,O
10934,focal,B-BRAND
10934,spririt,O
10934,one,O
10934,akg,B-BRAND
10934,k,O
10935,warm,O
10935,fast,O
10935,akg,B-BRAND
10935,k,O
10935,pro,O
10935,shure,B-BRAND
10935,srh,O
10936,athm,O
10936,head,O
10936,band,O
10936,worn,O
10937,need,O
10937,new,O
10937,headphone,O
10937,cant,O
10937,choose,O
10938,senn,O
10938,hd,B-BRAND
10938,schiit,O
10938,mac,O
10939,headphone,O
10939,upgrade,O
10940,flagship,O
10940,headphones,O
10940,killing,O
10940,field,O
10942,headphone,O
10942,suggestions,O
10942,producing,O
10943,obsessed,O
10943,headphones,O
10944,anyone,O
10944,know,O
10944,replacement,O
10944,screws,O
10944,screws,O
10944,vmoda,O
10944,ms,O
10946,ive,O
10946,looking,O
10946,gamingmusic,O
10946,headphones,O
10947,soundstage,O
10947,exist,O
10947,headphones,O
10948,fiio,B-BRAND
10948,x,O
10948,new,O
10948,headphones,O
10950,grado,B-BRAND
10950,sr,O
10950,athm,O
10952,anyone,O
10952,still,O
10952,hd,B-BRAND
10952,made,O
10952,germanyplease,O
10952,taik,O
10953,sennheiser,B-BRAND
10953,px,O
10953,ii,O
10953,vs,O
10953,px,O
10953,ii,O
10953,vs,O
10953,pxreview,O
10954,grado,B-BRAND
10954,hp,O
10954,became,O
10954,king,O
10954,prat,O
10955,unamped,O
10955,beyerdymanic,O
10955,dts,O
10955,ath,O
10955,ms,O
10956,headphones,O
10956,vshaped,O
10956,signature,O
10956,even,O
10956,better,O
10956,soundstage,O
10956,dt,O
10957,sennheiser,B-BRAND
10957,hd,I-BRAND
10957,pro,O
10957,dj,O
10958,damaged,O
10958,grills,O
10958,affect,O
10958,sound,O
10958,quality,O
10959,distortion,O
10959,even,O
10959,low,O
10959,volume,O
10959,damage,O
10959,cans,O
10960,best,O
10960,basscentric,O
10960,headphones,O
10961,good,O
10961,choice,O
10962,anybody,O
10962,know,O
10962,get,O
10962,akg,B-BRAND
10962,th,O
10962,anniversary,O
10962,k,O
10962,deal,O
10962,good,O
10963,nad,O
10963,hps,O
10963,vs,O
10963,momentums,O
10963,short,O
10963,review,O
10963,comparison,O
10965,mixamp,O
10965,pro,O
10965,akg,B-BRAND
10965,q,O
10966,q,O
10967,dt,O
10967,pro,O
10967,xonar,O
10967,essence,O
10967,st,O
10967,setup,O
10968,headphones,O
10968,gamingmusic,O
10969,best,O
10969,headphones,O
10969,fathers,O
10969,day,O
10969,gift,O
10971,vs,O
10971,list,O
10971,best,O
10971,worst,O
10971,best,O
10972,great,O
10972,vshaped,O
10972,headphone,O
10973,could,O
10973,somebody,O
10973,tell,O
10973,place,O
10973,try,O
10973,lcd,O
10973,gsi,O
10973,k,O
10973,uk,O
10974,im,O
10974,planning,O
10974,first,O
10974,big,O
10974,headphone,O
10974,purchase,O
10974,id,O
10974,like,O
10974,advice,O
10975,real,O
10975,website,O
10975,beats,B-BRAND
10975,headphones,O
10975,prices,O
10975,low,O
10976,beyerdynamic,O
10976,dt,O
10976,cleaning,O
10977,looking,O
10977,thumping,O
10977,bass,O
10977,ieover,O
10977,ear,O
10977,headphones,O
10977,bass,O
10977,clarity,O
10978,akg,B-BRAND
10978,ks,O
10978,broke,O
10978,akg,B-BRAND
10978,wants,O
10978,replace,O
10978,ks,O
10979,finally,O
10979,ordered,O
10979,first,O
10979,real,O
10979,pair,O
10979,cans,O
10980,owned,O
10980,d,O
10980,tp,O
10980,would,O
10980,k,O
10980,gsi,O
10980,complementation,O
10981,headphones,O
10981,hd,B-BRAND
10981,price,O
10981,range,O
10982,beats,B-BRAND
10982,solo,O
10982,hd,B-BRAND
10982,vs,O
10982,beats,B-BRAND
10982,drenched,O
10982,bass,O
10983,basshead,O
10983,treblehead,O
10983,midrange,O
10983,head,O
10983,flathead,O
10984,hands,O
10984,best,O
10984,headphones,O
10984,fps,O
10984,gaming,O
10985,upgrade,O
10985,sennheiser,B-BRAND
10985,hd,I-BRAND
10985,vs,O
10985,vintage,O
10985,headphones,O
10987,beyerdynamic,O
10987,dt,O
10987,pro,O
10987,vs,O
10987,premium,O
10987,price,O
10988,way,O
10988,try,O
10988,headphones,O
10988,need,O
10988,advice,O
10988,brothers,O
10990,need,O
10990,quick,O
10990,advice,O
10990,hedphone,O
10990,purchase,O
10990,heavy,O
10990,home,O
10990,use,O
10990,audiophile,O
10991,whats,O
10991,deal,O
10991,beats,B-BRAND
10991,dre,O
10992,somebody,O
10992,tried,O
10992,k,O
10992,gsi,O
10992,hpa,O
10992,sound,O
10992,like,O
10994,looking,O
10994,new,O
10994,overears,O
10995,wanting,O
10995,upgrade,O
10995,xb,O
10997,hd,B-BRAND
10997,hd,I-BRAND
10997,hd,I-BRAND
10997,manufactured,O
10998,ow,O
10998,men,O
10998,need,O
10998,help,O
10998,basshead,O
11000,help,O
11000,needed,O
11001,need,O
11001,bit,O
11001,help,O
11001,setup,O
11002,maudio,O
11002,q,O
11002,loose,O
11002,drivers,O
11002,rattling,O
11003,need,O
11003,external,O
11003,sound,O
11003,card,O
11003,laptop,O
11003,power,O
11003,new,O
11003,philips,O
11003,fidelio,B-BRAND
11003,x,O
11003,headphones,O
11003,buying,O
11004,fischer,O
11004,audio,O
11004,fa,O
11004,question,O
11005,need,O
11005,recommendation,O
11006,opinion,O
11006,matters,O
11007,need,O
11007,advice,O
11007,buy,O
11008,review,O
11008,koss,B-BRAND
11008,proaa,O
11008,titanium,B-BRAND
11009,philips,O
11009,fidelio,B-BRAND
11009,x,O
11009,headphones,O
11009,work,O
11009,well,O
11009,fiio,B-BRAND
11009,e,O
11009,laptop,O
11009,cheaper,O
11009,alternative,O
11009,dac,B-BRAND
11009,laptop,O
11011,playstation,O
11011,gold,O
11011,wireless,O
11011,headset,O
11012,headphones,O
11012,side,O
11012,surround,O
11012,jack,O
11012,xonar,O
11012,d,O
11013,sennheiser,B-BRAND
11013,hd,I-BRAND
11013,koss,I-BRAND
11013,ksc,O
11013,kramer,O
11013,modded,O
11016,really,O
11016,bass,O
11016,heavy,O
11016,headphones,O
11017,cheap,O
11017,durable,O
11017,full,O
11017,sized,O
11017,headphones,O
11017,us,O
11017,part,O
11017,p,O
11018,headfi,O
11018,movie,O
11018,script,O
11018,wrote,O
11018,he,O
11018,thread,O
11018,long,O
11018,time,O
11018,ago,O
11018,thought,O
11018,maybe,O
11018,might,O
11018,enjoy,O
11019,sennheiser,B-BRAND
11019,hd,I-BRAND
11019,pro,O
11019,upgrade,O
11019,worth,O
11020,hifiman,B-BRAND
11020,he,O
11020,pav,O
11021,dallas,O
11021,grado,B-BRAND
11021,sale,O
11022,yes,O
11022,another,O
11022,hd,B-BRAND
11022,vs,O
11022,hd,B-BRAND
11022,question,O
11023,sennheiser,B-BRAND
11023,hd,I-BRAND
11023,creaking,O
11025,momentums,O
11025,v,O
11025,moda,O
11025,m,O
11027,need,O
11027,closed,O
11027,full,O
11027,size,O
11027,heaphone,O
11027,help,O
11030,best,O
11030,headphones,O
11030,buy,O
11030,money,O
11030,issue,O
11031,beyerdynamic,O
11031,dt,O
11031,ohm,O
11031,ohm,O
11032,philips,O
11032,apro,O
11032,dj,O
11032,headphone,O
11033,revealing,O
11033,akg,B-BRAND
11033,k,O
11036,zx,O
11038,sennheiser,B-BRAND
11038,hd,I-BRAND
11038,pro,O
11038,vs,O
11038,krk,O
11038,kns,O
11039,sennheiser,B-BRAND
11039,hd,I-BRAND
11039,pros,O
11039,hd,B-BRAND
11039,s,O
11040,ultrasone,B-BRAND
11040,hfi,O
11040,problems,O
11040,need,O
11040,recommendations,O
11040,new,O
11040,pair,O
11040,phones,O
11041,skullcandy,O
11041,seriously,O
11043,need,O
11043,help,O
11043,choosing,O
11043,new,O
11043,headphones,O
11045,selling,O
11045,used,O
11045,sennheiser,B-BRAND
11045,rs,O
11045,montreal,O
11045,city,O
11046,t,O
11046,vs,O
11046,he,O
11046,vs,O
11046,hd,B-BRAND
11047,akg,B-BRAND
11047,vs,O
11047,sonic,O
11049,basshead,O
11049,need,O
11049,setup,O
11049,advice,O
11050,nokia,O
11050,purity,O
11050,hd,B-BRAND
11050,others,O
11051,dt,O
11051,rattle,O
11052,hearing,O
11052,damage,O
11052,iems,O
11052,vs,O
11052,full,O
11052,size,O
11052,cans,O
11053,hifiman,B-BRAND
11053,he,O
11053,he,O
11053,end,O
11053,like,O
11053,old,O
11053,denons,O
11053,become,O
11053,expensive,O
11054,sennheiser,B-BRAND
11054,momentum,O
11054,beyerdynamic,O
11054,dt,O
11055,spank,O
11055,celebrities,O
11055,cans,O
11056,full,O
11056,sized,O
11056,closed,O
11056,headphone,O
11056,nightmare,O
11057,ultrasone,B-BRAND
11057,pro,O
11057,s,O
11057,beyerdynamic,O
11057,dt,O
11057,pro,O
11057,s,O
11057,mixing,O
11057,mastering,O
11057,hip,O
11057,hop,O
11057,trap,O
11057,edm,O
11057,problem,O
11057,getting,O
11057,clear,B-BRAND
11057,basses,O
11057,s,O
11057,need,O
11057,detail,O
11058,philips,O
11058,oneill,O
11058,crash,O
11058,virtually,O
11058,indestructible,O
11058,headphones,O
11059,need,O
11059,serious,O
11059,help,O
11059,macbook,O
11059,pro,O
11059,retina,O
11059,late,O
11059,headphone,O
11059,recommendations,O
11060,grattle,O
11060,damage,O
11060,sri,O
11062,sennheiser,B-BRAND
11062,momentum,O
11062,vs,O
11062,sennheiser,B-BRAND
11062,hd,I-BRAND
11063,grado,B-BRAND
11063,upgrades,O
11063,entire,O
11063,lineup,O
11064,need,O
11064,help,O
11064,deciding,O
11064,buy,O
11066,sennheiser,B-BRAND
11066,hd,I-BRAND
11066,vs,O
11066,jh,O
11066,pro,O
11066,battle,O
11066,titans,O
11067,ultrasone,B-BRAND
11067,pro,O
11067,vs,O
11067,beats,B-BRAND
11067,pro,O
11067,v,O
11067,moda,O
11067,m,O
11068,d,O
11068,ear,O
11068,pad,O
11068,th,O
11071,comfortable,O
11071,headphones,O
11071,detachable,O
11071,cable,O
11071,upgrade,O
11071,hd,B-BRAND
11071,max,O
11073,cable,O
11073,reccs,O
11073,philips,O
11073,fidelio,B-BRAND
11073,x,O
11074,headphone,O
11074,collections,O
11075,akg,B-BRAND
11075,q,O
11075,vs,O
11075,audiotechnica,B-BRAND
11075,adx,O
11078,delete,O
11079,athm,O
11079,headband,O
11079,hurts,O
11079,head,O
11080,alpha,O
11080,dogschiit,O
11080,lyr,O
11080,love,O
11082,mistake,O
11082,please,O
11082,delete,O
11082,thread,O
11083,help,O
11083,pls,O
11083,ultrasone,B-BRAND
11083,edition,O
11083,earpad,O
11083,change,O
11084,sennheiser,B-BRAND
11084,hd,I-BRAND
11085,phillipsoneill,O
11085,stretch,O
11085,headphones,O
11085,new,O
11086,best,O
11086,headphone,O
11086,driver,O
11086,element,O
11086,buy,O
11086,diy,O
11087,budget,O
11087,headphones,O
11088,amp,O
11088,power,O
11088,beyerdynamic,O
11088,dts,O
11089,thinking,O
11089,purchasing,O
11089,sz,O
11090,looking,O
11090,comfortable,O
11090,overear,O
11090,headphone,O
11090,suggestions,O
11090,much,O
11090,appreciated,O
11091,ultrasone,B-BRAND
11091,pro,O
11091,pads,O
11091,qestion,O
11091,problem,O
11091,low,O
11091,bass,O
11092,pioneer,B-BRAND
11092,se,O
11092,worth,O
11092,recabling,O
11092,andor,O
11092,modding,O
11093,soul,O
11093,electronics,O
11093,seblk,O
11093,elite,O
11093,high,O
11093,definition,O
11093,active,O
11093,noise,O
11093,canceling,O
11093,headphones,O
11094,substitute,O
11094,ath,O
11094,ax,O
11095,sennheiser,B-BRAND
11095,rs,O
11095,initial,O
11095,pairing,O
11095,issues,O
11096,hds,O
11096,sound,O
11096,signature,O
11096,hd,B-BRAND
11096,bass,O
11101,sennheiser,B-BRAND
11101,hd,I-BRAND
11101,help,O
11102,athm,O
11102,vs,O
11102,athpro,O
11102,mk,O
11103,shure,B-BRAND
11103,srh,O
11103,replacement,O
11103,cable,O
11104,harman,O
11104,kardon,O
11104,cl,O
11104,v,O
11104,moda,O
11104,lp,O
11104,monster,O
11104,inspirations,O
11104,noontec,O
11104,hammo,O
11105,shopping,O
11105,open,O
11105,back,O
11105,headphones,O
11105,suggestions,O
11106,good,O
11106,sennheiser,B-BRAND
11106,momentums,O
11106,good,O
11106,portable,O
11106,use,O
11107,small,O
11107,comparisonreview,O
11107,superlux,O
11107,hd,B-BRAND
11107,evo,O
11107,hd,B-BRAND
11108,audeze,B-BRAND
11108,lcd,O
11108,good,O
11108,gear,O
11108,better,O
11108,lcd,O
11108,normal,O
11108,gear,O
11109,looking,O
11109,replace,O
11109,sonys,O
11109,mdr,O
11109,vv,O
11109,something,O
11109,new,O
11110,beyerdynamic,O
11110,mmx,O
11110,worth,O
11111,maudio,O
11111,full,O
11111,sized,O
11111,studio,O
11111,headphones,O
11111,announced,O
11111,namm,O
11112,grado,B-BRAND
11112,rsi,O
11112,upgrade,O
11113,shure,B-BRAND
11113,srh,O
11113,cable,O
11113,replacement,O
11113,shurebrand,O
11113,limited,O
11114,audeze,B-BRAND
11114,lcd,O
11114,burnin,O
11114,time,O
11115,anything,O
11115,better,O
11115,hd,B-BRAND
11115,price,O
11115,range,O
11116,jbl,O
11116,j,O
11116,purchased,O
11117,ever,O
11117,see,O
11117,new,O
11117,high,O
11117,impedance,O
11117,headphones,O
11118,better,O
11118,beats,B-BRAND
11118,pro,O
11120,hd,B-BRAND
11120,casual,O
11120,review,O
11122,bw,O
11122,p,O
11122,beyerdynamic,O
11122,dt,O
11122,ltd,O
11122,ed,O
11123,turn,O
11123,nad,O
11123,viso,O
11123,hp,O
11123,headphones,O
11123,headset,O
11123,microphone,O
11125,bass,O
11125,headphones,O
11125,help,O
11125,budget,O
11126,noise,O
11126,cancelling,O
11126,vs,O
11126,isolation,O
11128,high,O
11128,end,O
11128,portables,O
11128,generally,O
11128,poorly,O
11128,made,O
11129,top,O
11129,ten,O
11129,reasons,O
11129,buy,O
11129,beats,B-BRAND
11129,please,O
11130,koss,B-BRAND
11130,esp,O
11130,electrostatic,O
11130,stereophone,O
11131,need,O
11131,advice,O
11131,gear,O
11131,upgrade,O
11132,sony,B-BRAND
11132,xb,O
11132,vs,O
11132,zx,O
11132,vs,O
11132,razer,O
11132,kraken,O
11133,sennhesier,O
11133,hd,B-BRAND
11133,dj,O
11134,hate,O
11134,beats,B-BRAND
11135,best,O
11135,option,O
11135,portable,O
11135,listening,O
11135,headphones,O
11135,dtx,O
11135,p,O
11135,athes,O
11135,akg,B-BRAND
11135,k,O
11136,headfi,O
11136,community,O
11136,advice,O
11136,ultimate,O
11136,sound,O
11136,quality,O
11137,purchasing,O
11137,lcdx,O
11137,amp,O
11137,dac,B-BRAND
11137,suggestions,O
11138,market,O
11138,full,O
11138,size,O
11138,ear,O
11138,headphones,O
11138,price,O
11138,range,O
11138,prefered,O
11138,sound,O
11138,signature,O
11138,full,O
11138,rich,O
11138,good,O
11138,bass,O
11138,genres,O
11139,sony,B-BRAND
11139,mdrd,O
11139,replacement,O
11139,pads,O
11140,headsets,O
11140,headphones,O
11140,desktop,O
11140,microphone,O
11141,read,O
11142,koss,B-BRAND
11142,proaa,O
11142,proaat,O
11143,fixing,O
11143,old,O
11143,beloved,O
11143,k,O
11143,help,O
11144,grado,B-BRAND
11144,sri,O
11144,vs,O
11144,sri,O
11145,real,O
11145,deal,O
11145,beats,B-BRAND
11145,thread,O
11146,comparing,O
11146,sennheiser,B-BRAND
11146,hd,I-BRAND
11146,nad,O
11146,viso,O
11146,hp,O
11146,beats,B-BRAND
11146,pro,O
11146,quasiobjective,O
11146,tests,O
11147,finding,O
11147,actual,O
11147,value,O
11147,headphones,O
11148,beyerdynamic,O
11148,mmx,O
11148,stereo,O
11148,separation,O
11149,upgrade,O
11149,sennheiser,B-BRAND
11149,pxc,O
11150,favorite,O
11150,looking,O
11150,headphones,O
11151,help,O
11151,understanding,O
11151,synergy,O
11151,damping,O
11151,factor,O
11152,freak,O
11152,accident,O
11152,involving,O
11152,bd,O
11152,dt,O
11152,vacuum,O
11152,cleaner,O
11152,oo,O
11154,dont,O
11154,click,O
11155,ideal,O
