title,url,title_clean
New to audiophile headphones - is it okay to EQ?,https://www.head-fi.org/threads/new-to-audiophile-headphones-is-it-okay-to-eq.933800/,new audiophile headphones okay eq
Top 10 Most Popular Brands?,https://www.head-fi.org/threads/top-10-most-popular-brands.932957/,top  popular brands
Inadvertent Headphone vs. DAC/Amp experiment (feat. AD700),https://www.head-fi.org/threads/inadvertent-headphone-vs-dac-amp-experiment-feat-ad700.933810/,inadvertent headphone vs dacamp experiment feat ad
Best Closed Headphones with Wide Sound stage under $300,https://www.head-fi.org/threads/best-closed-headphones-with-wide-sound-stage-under-300.933606/,best closed headphones wide sound stage 
Does Sony Music Enterainment Japan produce other headphones besides CD900ST?,https://www.head-fi.org/threads/does-sony-music-enterainment-japan-produce-other-headphones-besides-cd900st.578016/,sony music enterainment japan produce headphones besides cdst
AKG N700NC Mark2,https://www.head-fi.org/threads/akg-n700nc-mark2.916358/,akg nnc mark
AKG K240 DF - Disassembly - Driver Question,https://www.head-fi.org/threads/akg-k240-df-disassembly-driver-question.933722/,akg k df disassembly driver question
LSA Headphones,https://www.head-fi.org/threads/lsa-headphones.933707/,lsa headphones
Looking for a decently comfortable headphone for under 65USD,https://www.head-fi.org/threads/looking-for-a-decently-comfortable-headphone-for-under-65usd.933656/,looking decently comfortable headphone usd
"Vmoda Crossfade LP, Why all the bad reviews?",https://www.head-fi.org/threads/vmoda-crossfade-lp-why-all-the-bad-reviews.613371/,vmoda crossfade lp bad reviews
Headphone for Audio-gd 28.38,https://www.head-fi.org/threads/headphone-for-audio-gd-28-38.933499/,headphone audiogd 
Headphones for my loudspeaker amplifier,https://www.head-fi.org/threads/headphones-for-my-loudspeaker-amplifier.681492/,headphones loudspeaker amplifier
What is a worthy successor to the mythical Denon AH-D2000?,https://www.head-fi.org/threads/what-is-a-worthy-successor-to-the-mythical-denon-ah-d2000.933599/,worthy successor mythical denon ahd
Are there any reputable cable modding services?,https://www.head-fi.org/threads/are-there-any-reputable-cable-modding-services.933558/,reputable cable modding services
Every Top-End Product of Every Headphone and IEM Brand Currently In Existence (Current Noncurrent List),https://www.head-fi.org/threads/every-top-end-product-of-every-headphone-and-iem-brand-currently-in-existence-current-noncurrent-list.577039/,every topend product every headphone iem brand currently existence current noncurrent list
Kennerton Thridi(or ZMF variant) or Used Focal Utopia ?,https://www.head-fi.org/threads/kennerton-thridi-or-zmf-variant-or-used-focal-utopia.933420/,kennerton thridior zmf variant used focal utopia
"Friends, Romans, Countryman, Lend me your advice on ""burn-in""",https://www.head-fi.org/threads/friends-romans-countryman-lend-me-your-advice-on-burn-in.933442/,friends romans countryman lend advice burnin
HD6XX with Schiit Modi/Vali vs. Q1 Mark II - more low end with the latter....why?,https://www.head-fi.org/threads/hd6xx-with-schiit-modi-vali-vs-q1-mark-ii-more-low-end-with-the-latter-why.932969/,hdxx schiit modivali vs q mark ii low end latterwhy
Ether CX vs ATH-W1000X for Jazz,https://www.head-fi.org/threads/ether-cx-vs-ath-w1000x-for-jazz.933308/,ether cx vs athwx jazz
EE Legend X - Can version?,https://www.head-fi.org/threads/ee-legend-x-can-version.933230/,ee legend x version
Most overrated headphone brands,https://www.head-fi.org/threads/most-overrated-headphone-brands.532168/,overrated headphone brands
Anyone know when Abyss will come out with a closed back?,https://www.head-fi.org/threads/anyone-know-when-abyss-will-come-out-with-a-closed-back.933264/,anyone know abyss come closed back
Headphones Dr Eggman wore in Sonic Movie,https://www.head-fi.org/threads/headphones-dr-eggman-wore-in-sonic-movie.933162/,headphones dr eggman wore sonic movie
Electronic music fans - Headphones discussion thread,https://www.head-fi.org/threads/electronic-music-fans-headphones-discussion-thread.812976/,electronic music fans headphones discussion thread
Need advise for my first planar headphones,https://www.head-fi.org/threads/need-advise-for-my-first-planar-headphones.932814/,need advise first planar headphones
Headphone advice for reengaged WFH warrior,https://www.head-fi.org/threads/headphone-advice-for-reengaged-wfh-warrior.932989/,headphone advice reengaged wfh warrior
"Headphone Aesthetics, whats your favourite?",https://www.head-fi.org/threads/headphone-aesthetics-whats-your-favourite.932399/,headphone aesthetics whats favourite
Fostex 610 vs Fostex X00,https://www.head-fi.org/threads/fostex-610-vs-fostex-x00.932980/,fostex  vs fostex x
What is the best imaging noise cancelling headphone?,https://www.head-fi.org/threads/what-is-the-best-imaging-noise-cancelling-headphone.932866/,best imaging noise cancelling headphone
Need a Fast Response!,https://www.head-fi.org/threads/need-a-fast-response.152/,need fast response
I am spending around $900 on an amp and a pair of headphones,https://www.head-fi.org/threads/i-am-spending-around-900-on-an-amp-and-a-pair-of-headphones.931709/,spending around  amp pair headphones
Leather leaching,https://www.head-fi.org/threads/leather-leaching.932962/,leather leaching
Which over the ear headphones??,https://www.head-fi.org/threads/which-over-the-ear-headphones.931287/,ear headphones
A900X vs DT880 250 (Where to Buy?),https://www.head-fi.org/threads/a900x-vs-dt880-250-where-to-buy.643139/,ax vs dt  buy
TDK TH-ST800,https://www.head-fi.org/threads/tdk-th-st800.537053/,tdk thst
What to buy after Fostex T50RP mk3 (more dynamic and alive),https://www.head-fi.org/threads/what-to-buy-after-fostex-t50rp-mk3-more-dynamic-and-alive.932282/,buy fostex trp mk dynamic alive
Denon AHD2000 Replacement,https://www.head-fi.org/threads/denon-ahd2000-replacement.932791/,denon ahd replacement
Help : American Audio Hp700 or Tascam Th-02 Studio,https://www.head-fi.org/threads/help-american-audio-hp700-or-tascam-th-02-studio.932765/,help american audio hp tascam th studio
Used market and prices for Grado 'phones,https://www.head-fi.org/threads/used-market-and-prices-for-grado-phones.932284/,used market prices grado phones
What should be my second set of headphones?,https://www.head-fi.org/threads/what-should-be-my-second-set-of-headphones.932080/,second set headphones
How to properly care for your pleather earpads(Guide),https://www.head-fi.org/threads/how-to-properly-care-for-your-pleather-earpads-guide.558145/,properly care pleather earpadsguide
replace speaker on headphone,https://www.head-fi.org/threads/replace-speaker-on-headphone.932682/,replace speaker headphone
Anyone ever put c37 lacquer on their planar drivers??,https://www.head-fi.org/threads/anyone-ever-put-c37-lacquer-on-their-planar-drivers.932655/,anyone ever put c lacquer planar drivers
Audeze LCD-2C & Focal Elear: complimentary?,https://www.head-fi.org/threads/audeze-lcd-2c-focal-elear-complimentary.932556/,audeze lcdc focal elear complimentary
Do I need anything special to drive planar magnetic headphones?,https://www.head-fi.org/threads/do-i-need-anything-special-to-drive-planar-magnetic-headphones.932537/,need anything special drive planar magnetic headphones
Grado re-cabling recommendation?,https://www.head-fi.org/threads/grado-re-cabling-recommendation.932414/,grado recabling recommendation
Grado RS2e (w/ G Cushion Over-Ear Upgrade Pads) vs. AKG K702,https://www.head-fi.org/threads/grado-rs2e-w-g-cushion-over-ear-upgrade-pads-vs-akg-k702.925909/,grado rse w g cushion overear upgrade pads vs akg k
Koss E9 Electrostatics Energizer ID,https://www.head-fi.org/threads/koss-e9-electrostatics-energizer-id.932446/,koss e electrostatics energizer id
"Grado SR325e VS Grado SR225e, Who Has Compared Them?",https://www.head-fi.org/threads/grado-sr325e-vs-grado-sr225e-who-has-compared-them.932213/,grado sre vs grado sre compared
Audeze LCD-2 cable tearing up. Audeze CS is a joke,https://www.head-fi.org/threads/audeze-lcd-2-cable-tearing-up-audeze-cs-is-a-joke.932369/,audeze lcd cable tearing audeze cs joke
Sennheiser HD820 and HDV820 input/connection options?,https://www.head-fi.org/threads/sennheiser-hd820-and-hdv820-input-connection-options.932271/,sennheiser hd hdv inputconnection options
Whats the worst headphone you ever bought?,https://www.head-fi.org/threads/whats-the-worst-headphone-you-ever-bought.315865/,whats worst headphone ever bought
List of Stereophile Headphone-Related Articles,https://www.head-fi.org/threads/list-of-stereophile-headphone-related-articles.185232/,list stereophile headphonerelated articles
HD600 headstrap cushions or HD650 headstrap cushion?,https://www.head-fi.org/threads/hd600-headstrap-cushions-or-hd650-headstrap-cushion.932314/,hd headstrap cushions hd headstrap cushion
Audiotechnica M50's vs V-Moda Crossfade LP's?,https://www.head-fi.org/threads/audiotechnica-m50s-vs-v-moda-crossfade-lps.651817/,audiotechnica ms vs vmoda crossfade lps
HD800S VS SR-007 VS HE6se VS LCD 3,https://www.head-fi.org/threads/hd800s-vs-sr-007-vs-he6se-vs-lcd-3.932214/,hds vs sr vs hese vs lcd 
Audeze Mobius - mic problems,https://www.head-fi.org/threads/audeze-mobius-mic-problems.889202/,audeze mobius mic problems
HD 600 Possible Mod(s),https://www.head-fi.org/threads/hd-600-possible-mod-s.125697/,hd  possible mods
Why don't (new) Sennheiser headphones fall in price?,https://www.head-fi.org/threads/why-dont-new-sennheiser-headphones-fall-in-price.931962/,dont new sennheiser headphones fall price
HD600 Upgrade,https://www.head-fi.org/threads/hd600-upgrade.929979/,hd upgrade
Ollo Audio S4R,https://www.head-fi.org/threads/ollo-audio-s4r.932189/,ollo audio sr
THE LIST! a list of the most expensive fullsized headphones on the market,https://www.head-fi.org/threads/the-list-a-list-of-the-most-expensive-fullsized-headphones-on-the-market.897620/,list list expensive fullsized headphones market
Headphone leather care help,https://www.head-fi.org/threads/headphone-leather-care-help.932102/,headphone leather care help
I have two headphones and can't pick what's better.,https://www.head-fi.org/threads/i-have-two-headphones-and-cant-pick-whats-better.932051/,two headphones cant pick whats better
Largest Soundstage Headphone In The $1500 Area (Besides HD 800 S),https://www.head-fi.org/threads/largest-soundstage-headphone-in-the-1500-area-besides-hd-800-s.931095/,largest soundstage headphone  area besides hd 
Ultrasone fans where are you?,https://www.head-fi.org/threads/ultrasone-fans-where-are-you.930506/,ultrasone fans
AKG K701 vs K702 (or 701 Made in Austria vs 702 Made in China),https://www.head-fi.org/threads/akg-k701-vs-k702-or-701-made-in-austria-vs-702-made-in-china.931488/,akg k vs k  made austria vs  made china
V-Moda Crossfade LP2 Headphones - Full Review!,https://www.head-fi.org/threads/v-moda-crossfade-lp2-headphones-full-review.931357/,vmoda crossfade lp headphones full review
wanted: closed headphone or iem as close to hd650 as possible,https://www.head-fi.org/threads/wanted-closed-headphone-or-iem-as-close-to-hd650-as-possible.926634/,wanted closed headphone iem close hd possible
Under 50$ Gaming headphones,https://www.head-fi.org/threads/under-50-gaming-headphones.932058/, gaming headphones
Crazy comparison? Etymotic ER4-SR vs Ollo S4 (S4X),https://www.head-fi.org/threads/crazy-comparison-etymotic-er4-sr-vs-ollo-s4-s4x.932040/,crazy comparison etymotic ersr vs ollo s sx
Technical Closed Backs Under 200?,https://www.head-fi.org/threads/technical-closed-backs-under-200.931995/,technical closed backs 
Nighthawk Hybrid replacement pads,https://www.head-fi.org/threads/nighthawk-hybrid-replacement-pads.932008/,nighthawk hybrid replacement pads
NEW Koss Pro4S,https://www.head-fi.org/threads/new-koss-pro4s.747036/,new koss pros
Which is better for wired music? Sony WH-1000XM3 or the Audio Technica ATH-M50XBT?,https://www.head-fi.org/threads/which-is-better-for-wired-music-sony-wh-1000xm3-or-the-audio-technica-ath-m50xbt.931339/,better wired music sony whxm audio technica athmxbt
Sony XB500 in 2020? Best subbass response under 500$.,https://www.head-fi.org/threads/sony-xb500-in-2020-best-subbass-response-under-500.931745/,sony xb  best subbass response 
What Is The Most Comfortable Headband Of A Headphone That You Have Tried?,https://www.head-fi.org/threads/what-is-the-most-comfortable-headband-of-a-headphone-that-you-have-tried.931922/,comfortable headband headphone tried
Circuit Board in Ultrasone Headphones what is it?,https://www.head-fi.org/threads/circuit-board-in-ultrasone-headphones-what-is-it.931990/,circuit board ultrasone headphones
Grado Prestige comparison and dealing with hearing loss,https://www.head-fi.org/threads/grado-prestige-comparison-and-dealing-with-hearing-loss.930739/,grado prestige comparison dealing hearing loss
Dang it feels good to have plush ear pads again! Sony MDR-F1,https://www.head-fi.org/threads/dang-it-feels-good-to-have-plush-ear-pads-again-sony-mdr-f1.931822/,dang feels good plush ear pads sony mdrf
"15 Closed Headphones, 2 Canalphones and a Discussion on Frequency Graphs & Reviews",https://www.head-fi.org/threads/15-closed-headphones-2-canalphones-and-a-discussion-on-frequency-graphs-reviews.128983/, closed headphones  canalphones discussion frequency graphs reviews
Fun Headphones under $350 - Easy to Drive,https://www.head-fi.org/threads/fun-headphones-under-350-easy-to-drive.931903/,fun headphones  easy drive
Spirit Torino Grande,https://www.head-fi.org/threads/spirit-torino-grande.931901/,spirit torino grande
Any recommendations for a $1000 headphone?,https://www.head-fi.org/threads/any-recommendations-for-a-1000-headphone.931528/,recommendations  headphone
Drop Sennheiser HD8X: HD650 with more sub-bass?,https://www.head-fi.org/threads/drop-sennheiser-hd8x-hd650-with-more-sub-bass.931228/,drop sennheiser hdx hd subbass
Open back headphones advice?,https://www.head-fi.org/threads/open-back-headphones-advice.931722/,open back headphones advice
Does it even exist?,https://www.head-fi.org/threads/does-it-even-exist.931616/,even exist
Is there a 'studio' vs 'hifi' headphone sound??,https://www.head-fi.org/threads/is-there-a-studio-vs-hifi-headphone-sound.174085/,studio vs hifi headphone sound
Techno: Ultrasone Signature Pro -or- Fostex TH-900 MKII,https://www.head-fi.org/threads/techno-ultrasone-signature-pro-or-fostex-th-900-mkii.874182/,techno ultrasone signature pro fostex th mkii
Sennheiser HD650 vs Grado SR325is,https://www.head-fi.org/threads/sennheiser-hd650-vs-grado-sr325is.449579/,sennheiser hd vs grado sris
Choosing between Sony MDR V6 and MDR 7506 ??,https://www.head-fi.org/threads/choosing-between-sony-mdr-v6-and-mdr-7506.931655/,choosing sony mdr v mdr 
tweaks for sr-125's?,https://www.head-fi.org/threads/tweaks-for-sr-125s.116397/,tweaks srs
Recommended upgrade cable- Sennheiser Momentum 2.0 for Chord Mojo/Poly,https://www.head-fi.org/threads/recommended-upgrade-cable-sennheiser-momentum-2-0-for-chord-mojo-poly.931635/,recommended upgrade cable sennheiser momentum  chord mojopoly
Delete this please I made a proper post in the proper forum.,https://www.head-fi.org/threads/delete-this-please-i-made-a-proper-post-in-the-proper-forum.931631/,delete please made proper post proper forum
Drop Mr. Speaker Ether CX,https://www.head-fi.org/threads/drop-mr-speaker-ether-cx.931132/,drop mr speaker ether cx
ESP 950 with Stax SRM-1/MK-2 Pro?,https://www.head-fi.org/threads/esp-950-with-stax-srm-1-mk-2-pro.645976/,esp  stax srmmk pro
Calling All Grado Owners! 3D Printed Cup Project In Progress. Need Cup Dimensions/3D Models.,https://www.head-fi.org/threads/calling-all-grado-owners-3d-printed-cup-project-in-progress-need-cup-dimensions-3d-models.696967/,calling grado owners d printed cup project progress need cup dimensionsd models
High impedance closedbacks (tube candidates),https://www.head-fi.org/threads/high-impedance-closedbacks-tube-candidates.931432/,high impedance closedbacks tube candidates
They came NEW with the Earcup broken but I don’t care!! So good!,https://www.head-fi.org/threads/they-came-new-with-the-earcup-broken-but-i-don%E2%80%99t-care-so-good.931512/,came new earcup broken dont care good
Abyss Diana V1  -  Not the Phi,https://www.head-fi.org/threads/abyss-diana-v1-not-the-phi.930745/,abyss diana v phi
Pads on Audio Technica A1000Z,https://www.head-fi.org/threads/pads-on-audio-technica-a1000z.888128/,pads audio technica az
"New Audio Technica Flagship - ATH-AWKT ""Kokutan""",https://www.head-fi.org/threads/new-audio-technica-flagship-ath-awkt-kokutan.931218/,new audio technica flagship athawkt kokutan
Best Closed Cans ~$300,https://www.head-fi.org/threads/best-closed-cans-300.840654/,best closed cans 
Hifiman Arya vs Audeze LCD X,https://www.head-fi.org/threads/hifiman-arya-vs-audeze-lcd-x.920951/,hifiman arya vs audeze lcd x
Balanced cable recommendations for HD800S?,https://www.head-fi.org/threads/balanced-cable-recommendations-for-hd800s.931201/,balanced cable recommendations hds
B&W P7 - Custom Earpads. Your Thoughts?,https://www.head-fi.org/threads/b-w-p7-custom-earpads-your-thoughts.826522/,bw p custom earpads thoughts
Sennheiser x Massdrop PC37X Review & Discussion,https://www.head-fi.org/threads/sennheiser-x-massdrop-pc37x-review-discussion.832041/,sennheiser x massdrop pcx review discussion
"The Somic Thread--50mm driver open air full size cans pop out of nowhere, sound amazing",https://www.head-fi.org/threads/the-somic-thread-50mm-driver-open-air-full-size-cans-pop-out-of-nowhere-sound-amazing.637699/,somic threadmm driver open air full size cans pop nowhere sound amazing
Koss Dynamic 10 (Auditor),https://www.head-fi.org/threads/koss-dynamic-10-auditor.814920/,koss dynamic  auditor
Wireless Headphones and Longevity,https://www.head-fi.org/threads/wireless-headphones-and-longevity.931096/,wireless headphones longevity
LCD-2 vs. Grado (anything),https://www.head-fi.org/threads/lcd-2-vs-grado-anything.613719/,lcd vs grado anything
"Questions about Beyerdynamic T5p 1st gen, how do they compare?",https://www.head-fi.org/threads/questions-about-beyerdynamic-t5p-1st-gen-how-do-they-compare.931048/,questions beyerdynamic tp st gen compare
HE-400 & LCD-2 question.,https://www.head-fi.org/threads/he-400-lcd-2-question.646056/,he lcd question
HD650 or SRH1840,https://www.head-fi.org/threads/hd650-or-srh1840.634302/,hd srh
V-Moda Crossfade LP2 Quick Look (Headphones),https://www.head-fi.org/threads/v-moda-crossfade-lp2-quick-look-headphones.930922/,vmoda crossfade lp quick look headphones
Best Value Headphone AFTER eq?,https://www.head-fi.org/threads/best-value-headphone-after-eq.930808/,best value headphone eq
B&W P9 vs Denon AH-D7200 - opinions/alternatives?,https://www.head-fi.org/threads/b-w-p9-vs-denon-ah-d7200-opinions-alternatives.930419/,bw p vs denon ahd opinionsalternatives
Help with AKG K612 (K601 update) repair,https://www.head-fi.org/threads/help-with-akg-k612-k601-update-repair.930755/,help akg k k update repair
Brainwavz HM100 and Alara announced,https://www.head-fi.org/threads/brainwavz-hm100-and-alara-announced.886145/,brainwavz hm alara announced
HD 800S vs HD 600 for mixing and mastering,https://www.head-fi.org/threads/hd-800s-vs-hd-600-for-mixing-and-mastering.882061/,hd s vs hd  mixing mastering
Sennheiser hd800s balanced cable,https://www.head-fi.org/threads/sennheiser-hd800s-balanced-cable.930611/,sennheiser hds balanced cable
Beyerdynamic MMX300 MKII. The perfect EQ settings for Equalizer APO!!,https://www.head-fi.org/threads/beyerdynamic-mmx300-mkii-the-perfect-eq-settings-for-equalizer-apo.930604/,beyerdynamic mmx mkii perfect eq settings equalizer apo
Most overrated Headphone,https://www.head-fi.org/threads/most-overrated-headphone.137313/,overrated headphone
Which pair of noise-canceling headphones do you recommend?,https://www.head-fi.org/threads/which-pair-of-noise-canceling-headphones-do-you-recommend.920689/,pair noisecanceling headphones recommend
"Open back planar magnetic headphones- Sines,EL-8,Aeon flow or _ _ _?",https://www.head-fi.org/threads/open-back-planar-magnetic-headphones-sines-el-8-aeon-flow-or-_-_-_.882771/,open back planar magnetic headphones sineselaeon flow
Are the Sony MDR1/A worth it for me if I have EX1000’s?,https://www.head-fi.org/threads/are-the-sony-mdr1-a-worth-it-for-me-if-i-have-ex1000%E2%80%99s.930391/,sony mdra worth exs
Sony MDR-V6 or MDR-V600 Reviews,https://www.head-fi.org/threads/sony-mdr-v6-or-mdr-v600-reviews.258/,sony mdrv mdrv reviews
how good is a 5495 Dollars Headphones,https://www.head-fi.org/threads/how-good-is-a-5495-dollars-headphones.660966/,good  dollars headphones
Technology or Ideology: Electrostatics vs Planar Magnetic,https://www.head-fi.org/threads/technology-or-ideology-electrostatics-vs-planar-magnetic.650185/,technology ideology electrostatics vs planar magnetic
Planar Magnetic Headphone Safety Concern,https://www.head-fi.org/threads/planar-magnetic-headphone-safety-concern.626336/,planar magnetic headphone safety concern
Are there any negatives to Planar Magnetics such as the HE500?,https://www.head-fi.org/threads/are-there-any-negatives-to-planar-magnetics-such-as-the-he500.656399/,negatives planar magnetics he
Looking for some suggestions on revisiting full-size headphones after years,https://www.head-fi.org/threads/looking-for-some-suggestions-on-revisiting-full-size-headphones-after-years.930327/,looking suggestions revisiting fullsize headphones years
a Dan Clark Audio wireless Ether 2 could be ~350 g...,https://www.head-fi.org/threads/a-dan-clark-audio-wireless-ether-2-could-be-350-g.930358/,dan clark audio wireless ether  could  g
Beyerdynamic lagoon ANC vs DT770 size,https://www.head-fi.org/threads/beyerdynamic-lagoon-anc-vs-dt770-size.930366/,beyerdynamic lagoon anc vs dt size
Hi looking at getting a better set up,https://www.head-fi.org/threads/hi-looking-at-getting-a-better-set-up.930180/,hi looking getting better set
"Think my HD700’s are dead, please recommend me some bright cans",https://www.head-fi.org/threads/think-my-hd700%E2%80%99s-are-dead-please-recommend-me-some-bright-cans.930164/,think hds dead please recommend bright cans
£1000 budget -> Headphone + DAC + AMP,https://www.head-fi.org/threads/%C2%A31000-budget-headphone-dac-amp.930215/, budget headphone dac amp
Poor man's (or rich man's as the case may be) Bose QC-35???,https://www.head-fi.org/threads/poor-mans-or-rich-mans-as-the-case-may-be-bose-qc-35.930205/,poor mans rich mans case may bose qc
New headphone design from Japan by Aiwa,https://www.head-fi.org/threads/new-headphone-design-from-japan-by-aiwa.930187/,new headphone design japan aiwa
Headphones One World Performers Were Wearing,https://www.head-fi.org/threads/headphones-one-world-performers-were-wearing.930197/,headphones one world performers wearing
"Headphones for sound design, music production and mixing for 500 euros?",https://www.head-fi.org/threads/headphones-for-sound-design-music-production-and-mixing-for-500-euros.930052/,headphones sound design music production mixing  euros
Sennheiser long term support - problem solved,https://www.head-fi.org/threads/sennheiser-long-term-support-problem-solved.930010/,sennheiser long term support problem solved
Time for an upgrade (From Grado 225),https://www.head-fi.org/threads/time-for-an-upgrade-from-grado-225.929933/,time upgrade grado 
New pair of headphones,https://www.head-fi.org/threads/new-pair-of-headphones.930044/,new pair headphones
Is headphone jack threading standardized?,https://www.head-fi.org/threads/is-headphone-jack-threading-standardized.930061/,headphone jack threading standardized
Monoprice ANC headphones impressions,https://www.head-fi.org/threads/monoprice-anc-headphones-impressions.920542/,monoprice anc headphones impressions
What are the best over ear/open headphones under 200 bucks??,https://www.head-fi.org/threads/what-are-the-best-over-ear-open-headphones-under-200-bucks.929967/,best earopen headphones  bucks
Beyerdynamic DT 250-80 vs the 250,https://www.head-fi.org/threads/beyerdynamic-dt-250-80-vs-the-250.104911/,beyerdynamic dt  vs 
pictures about HIFIMAN DEVA,https://www.head-fi.org/threads/pictures-about-hifiman-deva.925540/,pictures hifiman deva
Open headphones similar to the Audio Technica A900,https://www.head-fi.org/threads/open-headphones-similar-to-the-audio-technica-a900.929873/,open headphones similar audio technica a
Hifiman HE400 imbalance.,https://www.head-fi.org/threads/hifiman-he400-imbalance.929836/,hifiman he imbalance
Help me decide between Koss ESP 9x or Focal Elear,https://www.head-fi.org/threads/help-me-decide-between-koss-esp-9x-or-focal-elear.929013/,help decide koss esp x focal elear
would any of these 5 headphones be an upgrade to my lcd2 classics?,https://www.head-fi.org/threads/would-any-of-these-5-headphones-be-an-upgrade-to-my-lcd2-classics.929668/,would  headphones upgrade lcd classics
Review of Sennheiser HD-497,https://www.head-fi.org/threads/review-of-sennheiser-hd-497.13936/,review sennheiser hd
V MODA CROSSFADE DESIGN FLAW! (ANYBODY KNOW IF THIS IS TRUE OR NOT),https://www.head-fi.org/threads/v-moda-crossfade-design-flaw-anybody-know-if-this-is-true-or-not.540677/,v moda crossfade design flaw anybody know true
Looking to buy a headphones for my media use on my pc,https://www.head-fi.org/threads/looking-to-buy-a-headphones-for-my-media-use-on-my-pc.929691/,looking buy headphones media use pc
"[Review] Superlux HD668b, They Cost How Much? (Foam Mod+More for 668b+681!)",https://www.head-fi.org/threads/review-superlux-hd668b-they-cost-how-much-foam-mod-more-for-668b-681.567037/,review superlux hdb cost much foam modmore b
Audiophile Bluetooth Headphones ATH-DSR9BT for 2017,https://www.head-fi.org/threads/audiophile-bluetooth-headphones-ath-dsr9bt-for-2017.865144/,audiophile bluetooth headphones athdsrbt 
Leather Pads for HD650,https://www.head-fi.org/threads/leather-pads-for-hd650.251034/,leather pads hd
New headphone + amp selection help.,https://www.head-fi.org/threads/new-headphone-amp-selection-help.189586/,new headphone amp selection help
Beyerdynamic DT770 vs ATH-M50 for noise isolation,https://www.head-fi.org/threads/beyerdynamic-dt770-vs-ath-m50-for-noise-isolation.608110/,beyerdynamic dt vs athm noise isolation
Evaluating isolation of ear pad phones,https://www.head-fi.org/threads/evaluating-isolation-of-ear-pad-phones.352821/,evaluating isolation ear pad phones
HD598 vs HD600 vs HD 650 in terms of hiphop/rap.,https://www.head-fi.org/threads/hd598-vs-hd600-vs-hd-650-in-terms-of-hiphop-rap.644921/,hd vs hd vs hd  terms hiphoprap
Advice: Focal Elear with Utopia Pads Has anyone tried?,https://www.head-fi.org/threads/advice-focal-elear-with-utopia-pads-has-anyone-tried.929104/,advice focal elear utopia pads anyone tried
ANALOGUE Audio Technica ATH-MSR7,https://www.head-fi.org/threads/analogue-audio-technica-ath-msr7.929105/,analogue audio technica athmsr
Why are closed headphones harder to build than open ones?,https://www.head-fi.org/threads/why-are-closed-headphones-harder-to-build-than-open-ones.929085/,closed headphones harder build open ones
Will there be a revised version of M1570?,https://www.head-fi.org/threads/will-there-be-a-revised-version-of-m1570.929081/,revised version m
Need help picking replacement after Aeon Flow Closed,https://www.head-fi.org/threads/need-help-picking-replacement-after-aeon-flow-closed.929040/,need help picking replacement aeon flow closed
STAX 2170: Love in the Time of Corona,https://www.head-fi.org/threads/stax-2170-love-in-the-time-of-corona.929033/,stax  love time corona
Closed back Headphone recommendations  needed please?,https://www.head-fi.org/threads/closed-back-headphone-recommendations-needed-please.928750/,closed back headphone recommendations needed please
which electrostat has the fullest sound,https://www.head-fi.org/threads/which-electrostat-has-the-fullest-sound.901203/,electrostat fullest sound
Another beyer woody: The Chocolate,https://www.head-fi.org/threads/another-beyer-woody-the-chocolate.425943/,another beyer woody chocolate
Clean / Wash Stax Leather Pads,https://www.head-fi.org/threads/clean-wash-stax-leather-pads.928612/,clean wash stax leather pads
Should I buy the Sennheiser hd-650 today?,https://www.head-fi.org/threads/should-i-buy-the-sennheiser-hd-650-today.928725/,buy sennheiser hd today
Does the DT880 really have a recessed midrange?,https://www.head-fi.org/threads/does-the-dt880-really-have-a-recessed-midrange.665693/,dt really recessed midrange
Spirit Torino TITANO - Part 2,https://www.head-fi.org/threads/spirit-torino-titano-part-2.928768/,spirit torino titano part 
Spirit Torino TITANO Part1,https://www.head-fi.org/threads/spirit-torino-titano-part1.928767/,spirit torino titano part
High-end headphones cause physical pain in the high frequencies,https://www.head-fi.org/threads/high-end-headphones-cause-physical-pain-in-the-high-frequencies.928563/,highend headphones cause physical pain high frequencies
Audeze LCD-2 leather is peeling off  :-(,https://www.head-fi.org/threads/audeze-lcd-2-leather-is-peeling-off.784681/,audeze lcd leather peeling
Best / largest soundstage for closed back headphones?,https://www.head-fi.org/threads/best-largest-soundstage-for-closed-back-headphones.928655/,best largest soundstage closed back headphones
Oppo PM-1 vs Focal Elear vs Audeze LCD-2?,https://www.head-fi.org/threads/oppo-pm-1-vs-focal-elear-vs-audeze-lcd-2.834204/,oppo pm vs focal elear vs audeze lcd
Looking for closed back headphones (sensitive to clamping),https://www.head-fi.org/threads/looking-for-closed-back-headphones-sensitive-to-clamping.928686/,looking closed back headphones sensitive clamping
Grado HD414 pad mod??,https://www.head-fi.org/threads/grado-hd414-pad-mod.239946/,grado hd pad mod
Grado PS1000 driver replacement,https://www.head-fi.org/threads/grado-ps1000-driver-replacement.928596/,grado ps driver replacement
New Pads for Hifiman HE 400i,https://www.head-fi.org/threads/new-pads-for-hifiman-he-400i.928628/,new pads hifiman i
Grado PS500 question,https://www.head-fi.org/threads/grado-ps500-question.928537/,grado ps question
Comfortable headband for Grado PS1000,https://www.head-fi.org/threads/comfortable-headband-for-grado-ps1000.568913/,comfortable headband grado ps
Grado PS1000,https://www.head-fi.org/threads/grado-ps1000.456335/,grado ps
Shure 1840 balanced cable from China?,https://www.head-fi.org/threads/shure-1840-balanced-cable-from-china.928486/,shure  balanced cable china
Yamaha Porsche designed headphones,https://www.head-fi.org/threads/yamaha-porsche-designed-headphones.168993/,yamaha porsche designed headphones
